X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_SUBTYPE
-13630325.807048,4547561.27840438,10046,1222316161,HAMILTON TRANSITIONAL HOUSING,1631 HAYES STREET,SAN FRANCISCO,CA,94117,NOT AVAILABLE,(415) 321-2612,CENTER BASED,OPEN,28,SAN FRANCISCO,06075,USA,37.77409,-122.4433,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,UNVERIFIED,2020/03/31 00:00:00+00,NOT AVAILABLE,SCHOOL-AGE DAY CARE CENTER
-13627175.4654586,4548672.51573474,10047,1222312142,HAMILTON SHELTER PROGRAM,260 GOLDEN GATE AVENUE,SAN FRANCISCO,CA,94102,NOT AVAILABLE,(415) 342-2203,CENTER BASED,OPEN,23,SAN FRANCISCO,06075,USA,37.78198,-122.415,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/03/24 00:00:00+00,NOT AVAILABLE,SCHOOL-AGE DAY CARE CENTER
-13634032.7460914,4546010.81460521,10096,1222321077,YMCA OF SF - RICHMOND BRANCH J - A - S PROGRAM,1725 IRVING STREET,SAN FRANCISCO,CA,94122,NOT AVAILABLE,(415) 452-7582,CENTER BASED,OPEN,300,SAN FRANCISCO,06075,USA,37.76308,-122.4766,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/12/18 00:00:00+00,NOT AVAILABLE,SCHOOL-AGE DAY CARE CENTER
-13632674.6483038,4543210.42545002,10103,1222327689,YMCA OF SF - STONESTOWN BRANCH WEST PORTAL ASP,5 LENOX WAY,SAN FRANCISCO,CA,94127,NOT AVAILABLE,(415) 452-7582,CENTER BASED,OPEN,500,SAN FRANCISCO,06075,USA,37.74319,-122.4644,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2020/09/30 00:00:00+00,NOT AVAILABLE,SCHOOL-AGE DAY CARE CENTER
-13635947.4413331,4543113.29121982,10558,1222258418,LITTLE STAR,2540 TARAVAL STREET,SAN FRANCISCO,CA,94116,NOT AVAILABLE,(415) 753-3442,CENTER BASED,OPEN,45,SAN FRANCISCO,06075,USA,37.7425,-122.4938,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/03/12 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13633943.6904988,4539018.99179256,10659,1222252022,JCCSF BROTHERHOOD WAY PRESCHOOL,655 BROTHERHOOD WAY,SAN FRANCISCO,CA,94132,NOT AVAILABLE,(415) 333-4289,CENTER BASED,OPEN,116,SAN FRANCISCO,06075,USA,37.71341,-122.4758,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/03/11 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13629379.5913763,4550181.11515471,10660,1222238265,CALVARY PRESBYTERIAN CHURCH NURSERY SCHOOL,2515 FILLMORE STREET,SAN FRANCISCO,CA,94115,NOT AVAILABLE,(415) 346-4715,CENTER BASED,OPEN,75,SAN FRANCISCO,06075,USA,37.79269,-122.4348,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/15 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13630225.6195063,4542855.67873366,10661,1222248225,GLENRIDGE COOPERATIVE NURSERY SCHOOL,GLEN PARK CANYON (CHENERY - ELK),SAN FRANCISCO,CA,94131,NOT AVAILABLE,(415) 586-2771,CENTER BASED,OPEN,25,SAN FRANCISCO,06075,USA,37.74067,-122.4424,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2019/11/04 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13631294.2866179,4545958.71401767,10662,1222249413,HAIGHT ASHBURY COOPERATIVE NURSERY SCHOOL,1180 STANYAN STREET,SAN FRANCISCO,CA,94117,NOT AVAILABLE,(415) 661-9204,CENTER BASED,OPEN,24,SAN FRANCISCO,06075,USA,37.76271,-122.452,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/19 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13628411.1118064,4546265.68880309,10663,1222250774,HOLY FAMILY DAY HOME,299 DOLORES STREET,SAN FRANCISCO,CA,94103,NOT AVAILABLE,(415) 861-5361,CENTER BASED,OPEN,150,SAN FRANCISCO,06075,USA,37.76489,-122.4261,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/03/11 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13633921.4266007,4541459.33279412,10664,1222256099,LAKESIDE PRESBYTERIAN CHURCH NURSERY SCHOOL,201 EUCALYPTUS DRIVE,SAN FRANCISCO,CA,94132,NOT AVAILABLE,(415) 564-5044,CENTER BASED,OPEN,75,SAN FRANCISCO,06075,USA,37.73075,-122.4756,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/19 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13631539.1894977,4548789.4208535,10665,1222263890,ONE FIFTY PARKER AVENUE NURSERY SCHOOL,150 PARKER AVE,SAN FRANCISCO,CA,94118,NOT AVAILABLE,(415) 221-0294,CENTER BASED,OPEN,35,SAN FRANCISCO,06075,USA,37.78281,-122.4542,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/19 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13630147.6958628,4547776.75622196,10666,1222264611,PACIFIC PRIMARY,1500 GROVE STREET,SAN FRANCISCO,CA,94117,NOT AVAILABLE,(415) 346-0906,CENTER BASED,OPEN,80,SAN FRANCISCO,06075,USA,37.77562,-122.4417,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/03/12 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13628611.4868898,4548773.92732857,10667,1222265483,PHOEBE A. HEARST PRESCHOOL LEARNING CENTER,1315 ELLIS STREET,SAN FRANCISCO,CA,94115,NOT AVAILABLE,(415) 931-1018,CENTER BASED,OPEN,125,SAN FRANCISCO,06075,USA,37.7827,-122.4279,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/03/14 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13626763.5833426,4541735.20889535,10668,1222269021,SAN FRANCISCO SCHOOL,300 GAVEN,SAN FRANCISCO,CA,94134,NOT AVAILABLE,(415) 239-5065,CENTER BASED,OPEN,90,SAN FRANCISCO,06075,USA,37.73271,-122.4113,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/03/20 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13632986.342878,4549092.25347092,10669,1222271719,ST. JAMES EPISCOPAL CHURCH NURSERY SCHOOL,4620 CALIFORNIA STREET,SAN FRANCISCO,CA,94118,NOT AVAILABLE,(415) 752-8258,CENTER BASED,OPEN,45,SAN FRANCISCO,06075,USA,37.78496,-122.4672,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/19 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13634823.1144761,4545215.25294662,10670,1222242205,CORNERSTONE ACADEMY,1925 LAWTON STREET,SAN FRANCISCO,CA,94122,NOT AVAILABLE,(415) 665-9747,CENTER BASED,OPEN,44,SAN FRANCISCO,06075,USA,37.75743,-122.4837,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/01/23 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13628143.9450285,4549111.97310965,10671,1222261228,MONTESSORI HOUSE OF CHILDREN,1187 FRANKLIN STREET,SAN FRANCISCO,CA,94109,NOT AVAILABLE,(415) 441-7691,CENTER BASED,OPEN,110,SAN FRANCISCO,06075,USA,37.7851,-122.4237,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/15 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13626106.798347,4542568.51166565,10672,1222236033,BIG CITY MONTESSORI SCHOOL,240 INDUSTRIAL STREET,SAN FRANCISCO,CA,94124,NOT AVAILABLE,(415) 648-5777,CENTER BASED,OPEN,100,SAN FRANCISCO,06075,USA,37.73863,-122.4054,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/20 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13627164.3335095,4547464.10359265,10673,1222258956,LOVE AND LEARN NURSERY SCHOOL,1419 HOWARD STREET,SAN FRANCISCO,CA,94103,NOT AVAILABLE,(415) 863-4059,CENTER BASED,OPEN,37,SAN FRANCISCO,06075,USA,37.7734,-122.4149,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/19 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13634856.5103233,4545222.2930488,10750,1222323799,CORNERSTONE ACADEMY,1943 LAWTON STREET,SAN FRANCISCO,CA,94122,NOT AVAILABLE,(415) 665-9747,CENTER BASED,OPEN,60,SAN FRANCISCO,06075,USA,37.75748,-122.484,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/11/05 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13628611.4868898,4541692.98248817,10751,1222280113,"YMCA OF SF., MISSION BRANCH, MISSION PRESCHOOL",4080 MISSION STREET,SAN FRANCISCO,CA,94112,NOT AVAILABLE,(415) 586-6900,CENTER BASED,OPEN,42,SAN FRANCISCO,06075,USA,37.73241,-122.4279,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/04/02 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13632151.446697,4549338.75164002,10752,1222261177,MONTESSORI CHILDREN'S HOUSE OF THE WEST COAST,25 LAKE STREET,SAN FRANCISCO,CA,94118,NOT AVAILABLE,(415) 221-4624,CENTER BASED,OPEN,60,SAN FRANCISCO,06075,USA,37.78671,-122.4597,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/01/10 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13628143.9450285,4545848.88120048,10753,1222237512,BUEN DIA FAMILY SCHOOL,589 GUERRERO ST.,SAN FRANCISCO,CA,94110,NOT AVAILABLE,(415) 431-3535,CENTER BASED,OPEN,30,SAN FRANCISCO,06075,USA,37.76193,-122.4237,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/15 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13636648.7541251,4543206.2022038,10754,1222265813,PLAYMATES COOPERATIVE NURSERY SCHOOL,2340 - 42ND AVENUE,SAN FRANCISCO,CA,94116,NOT AVAILABLE,(415) 681-2025,CENTER BASED,OPEN,49,SAN FRANCISCO,06075,USA,37.74316,-122.5001,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/03/12 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13629702.4178996,4546371.30148636,10755,1222268255,ROCKY MOUNTAIN PARTICIPATION NURSERY SCHOOL,2475 - 15TH STREET,SAN FRANCISCO,CA,94114,NOT AVAILABLE,(415) 552-2929,CENTER BASED,OPEN,20,SAN FRANCISCO,06075,USA,37.76564,-122.4377,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/01/10 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13628889.7856168,4546785.31353327,10758,1222247223,"FRIENDS OF ST. FRANCIS CHILDCARE CENTER, INC.",50 BELCHER STREET,SAN FRANCISCO,CA,94114,NOT AVAILABLE,(415) 861-1818,CENTER BASED,OPEN,38,SAN FRANCISCO,06075,USA,37.76858,-122.4304,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/20 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13632986.342878,4545329.30318771,10759,1222247793,GATES AND BRIDGES PRESCHOOL,1601 10TH AVENUE,SAN FRANCISCO,CA,94122,NOT AVAILABLE,(415) 664-3005,CENTER BASED,OPEN,16,SAN FRANCISCO,06075,USA,37.75824,-122.4672,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/01/10 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13626373.9651249,4550209.28902568,10762,1222276292,TRUE SUNSHINE PRESCHOOL CENTER,"777 STOCKTON ST, RM. 201",SAN FRANCISCO,CA,94108,NOT AVAILABLE,(415) 956-4207,CENTER BASED,OPEN,44,SAN FRANCISCO,06075,USA,37.79289,-122.4078,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/01/23 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13634132.9336332,4545837.61636163,10763,1222277681,WAH MEI SCHOOL,1400 JUDAH STREET,SAN FRANCISCO,CA,94122,NOT AVAILABLE,(415) 665-4212,CENTER BASED,OPEN,65,SAN FRANCISCO,06075,USA,37.76185,-122.4775,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/19 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13624270.0267489,4541981.5330138,10765,1222269924,SFUSD - LEOLA HAVARD EARLY EDUCATION SCHOOL (PS),1520 OAKDALE AVENUE,SAN FRANCISCO,CA,94124,NOT AVAILABLE,(415) 917-5865,CENTER BASED,OPEN,192,SAN FRANCISCO,06075,USA,37.73446,-122.3889,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/03/13 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13627565.0836764,4544129.72612001,10766,1222269942,SFUSD - ZAIDA T. RODRIGUEZ (EES) PRESCHOOL,2950 MISSION STREET,SAN FRANCISCO,CA,94110,NOT AVAILABLE,(415) 695-5842,CENTER BASED,OPEN,60,SAN FRANCISCO,06075,USA,37.74972,-122.4185,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/04/02 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13629965.1318979,4543472.27005937,10767,1222330722,ST. NICHOLAS DAY CARE AND PRESCHOOL,5200 DIAMOND HEIGHTS BLVD.,SAN FRANCISCO,CA,94131,NOT AVAILABLE,(415) 550-1536,CENTER BASED,OPEN,70,SAN FRANCISCO,06075,USA,37.74505,-122.44006,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13631138.4393308,4546079.81308174,10768,1222269915,SFUSD - GRATTAN EARLY EDUCATION SCHOOL - PRESCHOOL,165 GRATTAN STREET,SAN FRANCISCO,CA,94117,NOT AVAILABLE,(415) 759-2850,CENTER BASED,OPEN,69,SAN FRANCISCO,06075,USA,37.76357,-122.4506,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/03/13 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13628834.1258714,4548806.32290701,10771,1222269931,SFUSD - RAPHAEL WEILL (EES) PRESCHOOL,1501 O'FARRELL STREET,SAN FRANCISCO,CA,94115,NOT AVAILABLE,(415) 749-3548,CENTER BASED,OPEN,60,SAN FRANCISCO,06075,USA,37.78293,-122.4299,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/05/15 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13635591.2189626,4547690.84623076,10772,1222239094,CCFC - 31ST AVENUE,750 31ST AVENUE,SAN FRANCISCO,CA,94121,NOT AVAILABLE,(415) 668-7863,CENTER BASED,OPEN,43,SAN FRANCISCO,06075,USA,37.77501,-122.4906,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/01/16 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13629925.0568812,4549514.8253346,10773,1222269911,SFUSD - DR. WILLIAM COBB (EES) PRESCHOOL,2725 CALIFORNIA STREET,SAN FRANCISCO,CA,94115,NOT AVAILABLE,(415) 749-3505,CENTER BASED,OPEN,48,SAN FRANCISCO,06075,USA,37.78796,-122.4397,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2020/05/15 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13634778.5866798,4545899.57312603,10776,1222269916,SFUSD - JEFFERSON EARLY EDUCATION SCHOOL - PRESCHOOL,1350 - 25TH AVENUE,SAN FRANCISCO,CA,94122,NOT AVAILABLE,(415) 759-2852,CENTER BASED,OPEN,56,SAN FRANCISCO,06075,USA,37.76229,-122.4833,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/03/13 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13628143.9450285,4539038.69237387,10778,1222269945,SFUSD JOHN MCLAREN EARLY ED. SCHOOL (PRESCHOOL),2055 SUNNYDALE AVENUE,SAN FRANCISCO,CA,94134,NOT AVAILABLE,(415) 469-4519,CENTER BASED,OPEN,96,SAN FRANCISCO,06075,USA,37.71355,-122.4237,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/04/04 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13628010.3616395,4542548.80441194,10779,1222269921,SFUSD - JUNIPERO SERRA EARLY EDUCATION SCHOOL (PS),155 APPLETON STREET,SAN FRANCISCO,CA,94110,NOT AVAILABLE,(415) 920-5138,CENTER BASED,OPEN,67,SAN FRANCISCO,06075,USA,37.73849,-122.4225,624410,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2019/11/04 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13632129.1827989,4549041.546,10780,1222252025,JCCSF LOISE AND CLAUDE ROSENBERG EARLY CHILDHOOD CTR,325 ARGUELLO BLVD.,SAN FRANCISCO,CA,94118,NOT AVAILABLE,(415) 386-4999,CENTER BASED,OPEN,59,SAN FRANCISCO,06075,USA,37.7846,-122.4595,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY/OTHER,2020/04/02 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
-13636726.6777686,4542481.23696789,10781,1222234628,"ARK CHRISTIAN PRESCHOOL, THE",3141 VICENTE STREET,SAN FRANCISCO,CA,94116,NOT AVAILABLE,(415) 731-0912,RELIGIOUS FACILITY,OPEN,70,SAN FRANCISCO,06075,USA,37.73801,-122.5008,624410,CHILD DAY CARE CENTERS,https://data.chhs.ca.gov/dataset/bc819981-be52-4011-b3e5-b3fd09d4ea87/resource/cdf6928f-7cbe-49e8-b415-5422b357cfd3/download/ccl_locations_cc.csv,2022/05/17 00:00:00+00,IMAGERY,2019/02/22 00:00:00+00,NOT AVAILABLE,DAY CARE CENTER
